rand_fixed	completed	activity_code	region	state	ESOffice.x	title	lead_agency	FY	FY_start	FY_concl	start_date	date_formal_consult	due_date	FWS_concl_date	elapsed	date_active_concl	timely_concl	hours_logged	events_logged	formal_consult	consult_type	consult_complex	work_type	work_category	ARRA	datum	lat_dec_deg	long_dec_deg	lat_deg	lat_min	lat_sec	long_deg	long_min	long_sec	UTM_E	UTM_N	UTM_zone	spp_ev_ls	spp_BO_ls	n_spp_eval	n_spp_BO	n_nofx	n_NLAA	n_conc	n_jeop	n_rpa	n_admo	n_tech	staff_lead_hash	staff_support_hash	with_coord	Region	ESOffice.y	Latitude	Longitude	Datum
0.545401479	NA	04EM1000-2012-I-1077	4	MS	MISSISSIPPI ECOLOGICAL SERVICES FIELD OFFICE	mda 4240 reece drive lot 141 diberville	Department of Housing and Urban Development	2012	2012	2012	7/23/12	NA	8/22/12	8/6/12	14	8/6/12	Yes	No	No	No	Informal Consultation	Standard	development - residential	development	No ARRA funding	WGS84	NA	NA	30	26	50.8	-88	54	19.8	NA	NA	NA		 	1	0	NA	NA	NA	NA	0	NA	NA	75e05c08de2ac8174753d5dca0def920	None	TRUE	4	MISSISSIPPI ECOLOGICAL SERVICES FIELD OFFICE	30.44725	-88.90547	NAD27
0.545495443	NA	05E2PA00-2013-I-0121	5	PA	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	Seitel Crooked Creek Lake Seismic Testing	Army Corps of Engineers	2013	2013	2013	10/31/12	NA	11/30/12	11/14/12	14	11/14/12	Yes	No	No	No	Informal Consultation	Standard	oil or gas exploration / production	oil or gas exploration / production	No ARRA funding	WGS84	NA	NA	40	53	13	-79	12	25.1	NA	NA	NA	"Bat, Indiana (Myotis sodalis)"	indiana bat (myotis sodalis): BO = No Effect - Concurrence Provided; CH = 	1	1	1	0	1	0	0	0	0	7374dbb1a08095e21f7ea24479eed338	None	TRUE	5	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	40.88688	-79.20721	NAD27
0.546536187	NA	08EVEN00-2014-IE-0175	8	CA	VENTURA FISH AND WILDLIFE OFFICE	Emergency RGP 63 Hyla Crossing	Army Corps of Engineers	2014	2014	2014	3/17/14	NA	3/18/14	3/18/14	1	3/18/14	Yes	No	Yes	No	Informal Emergency Consultation	Standard	bridge - maintenance / modification / replacement / upgrade - non federal	bridge	No ARRA funding	WGS84	35.184881	-120.617428	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Frog, California red-legged (Rana draytonii)"	 	1	0	NA	NA	NA	NA	0	NA	NA	189ac82f48c0ef62116b939b082723ca	None	TRUE	8	VENTURA FISH AND WILDLIFE OFFICE	35.18491	-120.61642	NAD27
0.548098598	NA	52420-2008-I-0926	5	PA	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	Titusville Oil &amp; Gas Associates NEP-BAUM Oil Wells	-- OTHER: CONSULTANT --	2008	2008	2008	3/6/08	NA	6/29/08	6/25/08	111	6/25/08	Yes	No	No	No	Informal Consultation	Standard	oil or gas exploration / production	oil or gas exploration / production	No ARRA funding	WGS84	NA	NA	41	26	53.6	-79	34	12.5	NA	NA	NA	"Riffleshell, northern (Epioblasma torulosa rangiana); Clubshell (Pleurobema clava)"	"clubshell (pleurobema clava): BO = NLAA - Concurrence Provided; CH = , northern riffleshell (epioblasma torulosa rangiana): BO = NLAA - Concurrence Provided; CH = )"	2	2	0	2	2	0	0	0	0	7374dbb1a08095e21f7ea24479eed338	db62c4cf5cb321ce6f6be9bd5a39e0be	TRUE	5	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	41.44816	-79.57037	NAD27
0.549436648	NA	64413-2010-I-0324	6	SD	SOUTH DAKOTA ECOLOGICAL SERVICES FIELD OFFICE	City of Wall water and street improvments	Environmental Protection Agency	2010	2010	2010	6/22/10	NA	7/22/10	7/9/10	17	7/9/10	Yes	No	No	No	Informal Consultation	Standard	transport - road / highway - maintenance / modification / replacement / upgrade - non federal	transportation	No ARRA funding	WGS84	NA	NA	43	59	31	-102	14	31	NA	NA	NA		 	1	0	NA	NA	NA	NA	0	NA	NA	f2981956d851960367790547b7906951	None	TRUE	6	SOUTH DAKOTA ECOLOGICAL SERVICES FIELD OFFICE	43.99196	-102.24151	NAD27
0.549508866	NA	31440-2011-I-0393	3	IN	BLOOMINGTON ECOLOGICAL SERVICES FIELD OFFICE	Toyota expansion at Columbus	Army Corps of Engineers	2011	2011	2011	4/5/11	NA	5/5/11	5/3/11	28	5/3/11	Yes	No	No	No	Informal Consultation	Standard	development - commercial	development	No ARRA funding	WGS84	NA	NA	NA	NA	NA	NA	NA	NA	4333274	590331	16	"Bat, Indiana (Myotis sodalis)"	 	2	0	NA	NA	NA	NA	0	NA	NA	30e6576326b876e7e3d98d23fd904609	None	TRUE	3	BLOOMINGTON ECOLOGICAL SERVICES FIELD OFFICE	39.14392	-85.95472	NAD27
0.549647196	NA	04ET1000-2015-I-0243	4	TN	TENNESSEE ECOLOGICAL SERVICES FIELD OFFICE	"Ashworth Engineering CLOMR-F in Jackson, Madison Co"	Federal Emergency Management Agency	2015	2015	2015	2/2/15	NA	3/4/15	2/3/15	1	2/3/15	Yes	Yes	Yes	No	Informal Consultation	Standard	development - commercial	development	No ARRA funding	NAD83	35.603361	-88.815114	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Sunflower, whorled (Helianthus verticillatus); Bat, Indiana (Myotis sodalis)"	"indiana bat (myotis sodalis): BO = No Effect - Concurrence Provided; CH = , whorled sunflower (helianthus verticillatus): BO = No Effect - Concurrence Provided; CH = )"	2	2	2	0	2	0	0	0	0	20cb793e7b539ea7e3a3dc8e71affa42	None	TRUE	4	TENNESSEE ECOLOGICAL SERVICES FIELD OFFICE	35.60329	-88.81506	NAD27
0.549686709	NA	43910-2011-I-0348	4	MS	MISSISSIPPI ECOLOGICAL SERVICES FIELD OFFICE	"SR-43, Pearl River County"	Federal Highway Administration	2011	2011	2011	2/11/11	NA	3/13/11	2/11/11	0	2/11/11	Yes	No	No	No	Informal Consultation	Standard	transport - road / highway - maintenance / modification / replacement / upgrade - federal	transportation	No ARRA funding	WGS84	NA	NA	30	37	32.6	-89	46	12.9	NA	NA	NA	"Snake, black pine (Pituophis melanoleucus lodingi); Quillwort, Louisiana (Isoetes louisianensis); Tortoise, gopher (Gopherus polyphemus); Bear, Louisiana black (Ursus americanus luteolus)"	 	4	0	NA	NA	NA	NA	0	NA	NA	3af7d82bad9928d4e02419c114e80171	None	TRUE	4	MISSISSIPPI ECOLOGICAL SERVICES FIELD OFFICE	30.62553	-89.77018	NAD27
0.550069437	NA	05E2PA00-2013-I-0533	5	PA	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	Humboldt Industrial Park Biros Land Development	-- OTHER: CONSULTANT --	2013	2013	2013	3/18/13	NA	4/17/13	5/21/13	64	5/21/13	No	No	No	No	Informal Consultation	Standard	development - commercial	development	No ARRA funding	WGS84	40.923703	-76.07632	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bat, Indiana (Myotis sodalis)"	indiana bat (myotis sodalis): BO = NLAA - Concurrence Provided; CH = 	1	1	0	1	1	0	0	0	0	7374dbb1a08095e21f7ea24479eed338	ae6b1c6028ba5d0b756839ac57566702	TRUE	5	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	40.92362	-76.07667	NAD27
0.550135384	NA	43910-2011-I-0649	4	MS	MISSISSIPPI ECOLOGICAL SERVICES FIELD OFFICE	Gulf South Project Num. 1134	Federal Energy Regulatory Commission	2011	2011	2011	6/16/11	NA	7/16/11	6/20/11	4	6/20/11	Yes	No	No	No	Informal Consultation	Standard	oil or gas - pipeline - onshore - maintenance / modification / replacement / upgrade - below ground	oil or gas	No ARRA funding	WGS84	NA	NA	32	20	31.4	-90	7	33.6	NA	NA	NA		 	1	0	NA	NA	NA	NA	0	NA	NA	f00441433a232859391f8786afed18e1	None	TRUE	4	MISSISSIPPI ECOLOGICAL SERVICES FIELD OFFICE	32.34191	-90.12591	NAD27
0.551170201	NA	71450-2010-I-0093	7	AK	ANCHORAGE FISH AND WILDLIFE FIELD OFFICE	Manokotak multi year water/sewer project	Alaska Department of Environmental Conservation	2010	2010	2010	4/7/10	NA	5/7/10	4/15/10	8	4/15/10	Yes	No	No	No	Informal Consultation	Standard	water quality modification - stormwater discharge	water quality modification	No ARRA funding	WGS84	58.98	-159.057	NA	NA	NA	NA	NA	NA	NA	NA	NA		no species present; CH = No Effect - Concurrence Provided; CH = 	1	1	1	0	1	0	0	0	0	71308ea850afe171bf8f8b37c451d861	None	TRUE	7	ANCHORAGE FISH AND WILDLIFE FIELD OFFICE	58.98	-159.057	NAD27
0.551566372	NA	05E2PA00-2013-I-1100	5	PA	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	Westbrook Park Cell Tower Drexel Hill	-- OTHER: CONSULTANT --	2013	2013	2013	8/9/13	NA	9/8/13	9/3/13	25	9/3/13	Yes	No	No	No	Informal Consultation	Standard	communications tower	communications tower	No ARRA funding	WGS84	NA	NA	39	56	37.3	-75	18	43.5	NA	NA	NA		migratory birds trust resources; CH = NLAA - Concurrence Provided; CH = 	1	1	0	1	1	0	0	0	0	62587288c6ffe07ff00632de8feb0bc3	None	TRUE	5	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	39.94358	-75.31245	NAD27
0.553647475	NA	41420-2011-I-0055	4	FL	SOUTH FLORIDA ECOLOGICAL SERVICES FIELD OFFICE	Interstate 75 at Collier Boulevard (CR 951) Interchange Improvements	Florida Department of Transportation	2011	2011	2011	1/4/11	NA	2/18/11	1/4/11	0	1/4/11	Yes	No	Yes	No	Informal Consultation	Standard	transport - road / highway - maintenance / modification / replacement / upgrade - federal	transportation	No ARRA funding	WGS84	26.160331	-81.68657	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Stork, wood (Mycteria americana)"	 	1	0	NA	NA	NA	NA	0	NA	NA	07ce12e96ca160dd9d9998cccb5ce08e	None	TRUE	4	SOUTH FLORIDA ECOLOGICAL SERVICES FIELD OFFICE	26.15996	-81.68676	NAD27
0.553903236	NA	71450-2008-I-0066	7	AK	ANCHORAGE FISH AND WILDLIFE FIELD OFFICE	Eklutna Home Rehabilitation project	Department of Housing and Urban Development	2008	2008	2008	12/26/07	NA	1/25/08	1/7/08	12	1/7/08	Yes	No	No	No	Informal Consultation	Standard	development - residential	development	No ARRA funding	WGS84	61.418	-149.432	NA	NA	NA	NA	NA	NA	NA	NA	NA		 	1	0	NA	NA	NA	NA	0	NA	NA	e396589ea62afb23b2b29c2671dec84c	None	TRUE	7	ANCHORAGE FISH AND WILDLIFE FIELD OFFICE	61.418	-149.432	NAD27
0.554062877	NA	52420-2011-I-0512	5	PA	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	SR 1026 (BMS Num.06 1026 0030 3112) Bridge Maintenance over Pine Creek	STATE OF PENNSYLVANIA	2011	2011	2011	3/14/11	NA	4/13/11	3/24/11	10	3/24/11	Yes	No	No	No	Informal Consultation	Standard	bridge - maintenance / modification / replacement / upgrade - non federal	bridge	No ARRA funding	WGS84	NA	NA	40	24	14.8	-75	44	25.5	NA	NA	NA	"Bat, Indiana (Myotis sodalis); Turtle, bog (=Muhlenberg) (Clemmys muhlenbergii)"	"bog (=muhlenberg) turtle (clemmys muhlenbergii): BO = NLAA - Concurrence Provided; CH = , indiana bat (myotis sodalis): BO = NLAA - Concurrence Provided; CH = )"	2	2	0	2	2	0	0	0	0	cfb4f3f50a50c7eeb747845ec2ca3a42	None	TRUE	5	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	40.40402	-75.74078	NAD27
0.555055101	NA	52420-2009-I-0253	5	PA	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	"Snyder Brothers Moonlight Mushroom, Armstrong Cement, McMahor Gas Pipeline"	-- OTHER: CONSULTANT --	2009	2009	2009	11/6/08	NA	12/6/08	11/26/08	20	11/26/08	Yes	No	No	No	Informal Consultation	Standard	oil or gas pipeline	oil or gas pipeline	No ARRA funding	WGS84	NA	NA	40	50	9.6	-79	42	0.1	NA	NA	NA	"Bat, Indiana (Myotis sodalis)"	indiana bat (myotis sodalis): BO = NLAA - Concurrence Provided; CH = 	1	1	0	1	1	0	0	0	0	7374dbb1a08095e21f7ea24479eed338	None	TRUE	5	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	40.83594	-79.70026	NAD27
0.556056318	NA	21420-2011-I-0165	2	TX	ARLINGTON ECOLOGICAL SERVICES FIELD OFFICE	Texas Eastern Transmission Bachtell.Keahey Gathering	Federal Energy Regulatory Commission	2011	2011	2011	3/10/11	NA	4/9/11	3/11/11	1	3/11/11	Yes	No	No	No	Informal Consultation	Standard	oil or gas - pipeline - onshore - maintenance / modification / replacement / upgrade - below ground	oil or gas	No ARRA funding	NAD83	32.804	-94.3711	NA	NA	NA	NA	NA	NA	NA	NA	NA		no species present; CH = Not Required - See Event Description; CH = 	1	1	0	0	NA	0	0	0	0	ab6efff218b3f6ce2184c919893659ab	a1f622750847141b48d85fd63ed70351	TRUE	2	ARLINGTON ECOLOGICAL SERVICES FIELD OFFICE	32.80386	-94.37091	NAD27
0.55630064	NA	43410-2009-I-0317	4	AL	ALABAMA ECOLOGICAL SERVICES FIELD OFFICE	"ALDOT -Bridge Replacement,Cohobidiah Creek,CR 427 -Pine Hill,AL -Randolph Co"	Federal Highway Administration	2009	2013	2013	3/4/13	NA	4/3/13	3/7/13	3	3/7/13	Yes	No	No	No	Informal Consultation	Standard	bridge - maintenance / modification / replacement / upgrade - non federal	bridge	No ARRA funding	NAD83	NA	NA	NA	NA	NA	NA	NA	NA	3705466	646620	16	"Pocketbook, finelined (Lampsilis altilis)"	 	1	0	NA	NA	NA	NA	0	NA	NA	405a5a24ae6fc2d43f46cef0eff658e0	405a5a24ae6fc2d43f46cef0eff658e0	TRUE	4	ALABAMA ECOLOGICAL SERVICES FIELD OFFICE	33.47854	-85.42201	NAD27
0.556405352	NA	51411-2009-I-0331	5	VA	VIRGINIA ECOLOGICAL SERVICES FIELD OFFICE	Rt. 622   00622-040-15903146	Army Corps of Engineers	2009	2009	2009	3/10/09	NA	5/9/09	5/8/09	59	5/8/09	Yes	No	No	No	Informal Consultation	Standard	transportation - road / highway	transportation	No ARRA funding	NAD83	NA	NA	36	40	32	-77	33	34	NA	NA	NA		 	1	0	NA	NA	NA	NA	0	NA	NA	d18f62aeec68f53ecf10d0370f726a2f	None	TRUE	5	VIRGINIA ECOLOGICAL SERVICES FIELD OFFICE	36.67541	-77.55974	NAD27
0.557002848	NA	05E2PA00-2012-I-0029	5	PA	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	Dollar General Store Wellsville	-- OTHER: CONSULTANT --	2012	2012	2012	10/11/11	NA	11/10/11	10/14/11	3	10/14/11	Yes	No	No	No	Informal Consultation	Standard	development - commercial	development	No ARRA funding	WGS84	NA	NA	40	3	1.7	-76	56	23.6	NA	NA	NA	"Turtle, bog (=Muhlenberg) (Clemmys muhlenbergii)"	bog (=muhlenberg) turtle (clemmys muhlenbergii): BO = No Effect - Concurrence Provided; CH = 	1	1	1	0	1	0	0	0	0	8948dfe5f7b5ea32dba8b7988fcb8a7f	None	TRUE	5	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	40.05038	-76.94019	NAD27
0.557454167	NA	52421-2008-I-0542	5	NJ	NEW JERSEY ECOLOGICAL SERVICES FIELD OFFICE	Frederick &amp; Eileen Hotaling	STATE OF NEW JERSEY	2008	2008	2008	6/17/08	NA	7/14/08	6/17/08	0	6/17/08	Yes	No	No	No	Informal Consultation	Standard	development - residential	development	No ARRA funding	NAD83	40.118326	-74.20253	NA	NA	NA	NA	NA	NA	NA	NA	NA		 	1	0	NA	NA	NA	NA	0	NA	NA	9f97cb181c546408fcbf8f6abca387b4	None	TRUE	5	NEW JERSEY ECOLOGICAL SERVICES FIELD OFFICE	40.11821	-74.20294	NAD27
0.557674069	NA	14420-2010-I-0162	1	ID	IDAHO FISH AND WILDLIFE OFFICE	"US 12, MP 31 Passing Lane"	Idaho Transportation Department - District 2	2010	2010	2010	1/26/10	NA	2/25/10	2/1/10	6	2/1/10	Yes	No	No	No	Informal Consultation	Standard	transport - road / highway - maintenance / modification / replacement / upgrade - federal	transportation	Other agencies funds	NAD83	46.4963	-116.4348	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Trout, bull (Salvelinus confluentus)"	bull trout (salvelinus confluentus): BO = NLAA - Concurrence Provided; CH = 	1	1	0	1	1	0	0	0	0	734ee70f48d60c22e8c5a5598c53cf5c	40c5bf9dbbbb00ed9075c22874cfc7e9	TRUE	1	IDAHO FISH AND WILDLIFE OFFICE	46.4964	-116.43382	NAD27
0.558082984	NA	02ETAU00-2014-I-0033	2	TX	AUSTIN ECOLOGICAL SERVICES FIELD OFFICE	Enclave at Bulverde Oaks aka Valencia Hills	Fish and Wildlife Service	2014	2014	2014	11/7/13	NA	12/7/13	11/7/13	0	11/7/13	Yes	No	No	No	Informal Consultation	Standard	development - residential	development	No ARRA funding	WGS84	29.61309	-98.42013	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Ground beetle, [unnamed] (Rhadine infernalis); Meshweaver, Government Canyon Bat Cave (Cicurina vespera); Spider, Government Canyon Bat Cave (Neoleptoneta microps); Meshweaver, Madlas Cave (Cicurina madla); Harvestman, Cokendolpher Cave (Texella cokendolpheri); Ground beetle, [unnamed] (Rhadine exilis); Meshweaver, Braken Bat Cave (Cicurina venii); Meshweaver, Robber Baron Cave (Cicurina baronia); Beetle, Helotes mold (Batrisodes venyivi)"	 	9	0	NA	NA	NA	NA	0	NA	NA	eda04039736b2f0bcca809866c45660a	None	TRUE	2	AUSTIN ECOLOGICAL SERVICES FIELD OFFICE	29.61286	-98.41984	NAD27
0.559201345	NA	05E2PA00-2012-I-1027	5	PA	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	Jim Nolen Single Family Dwelling Delchester Road	-- OTHER: CONSULTANT --	2012	2012	2012	6/27/12	NA	7/27/12	7/25/12	28	7/25/12	Yes	No	Yes	No	Informal Consultation	Standard	development - residential	development	No ARRA funding	WGS84	NA	NA	39	58	44.3	-75	28	45	NA	NA	NA	"Turtle, bog (=Muhlenberg) (Clemmys muhlenbergii)"	bog (=muhlenberg) turtle (clemmys muhlenbergii): BO = No Effect - Concurrence Provided; CH = 	1	1	1	0	1	0	0	0	0	8948dfe5f7b5ea32dba8b7988fcb8a7f	None	TRUE	5	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	39.97886	-75.47952	NAD27
0.559751455	NA	52420-2011-I-1149	5	PA	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	York County Bridge Num.212 (Squire Gratz Road) Maintenance	-- OTHER: CONSULTANT --	2011	2011	2011	8/5/11	NA	9/4/11	9/1/11	27	9/1/11	Yes	No	No	No	Informal Consultation	Standard	bridge - maintenance / modification / replacement / upgrade - non federal	bridge	No ARRA funding	WGS84	NA	NA	40	4	35.1	-76	54	56.1	NA	NA	NA	"Turtle, bog (=Muhlenberg) (Clemmys muhlenbergii)"	bog (=muhlenberg) turtle (clemmys muhlenbergii): BO = No Effect - Concurrence Provided; CH = 	1	1	1	0	1	0	0	0	0	8948dfe5f7b5ea32dba8b7988fcb8a7f	None	TRUE	5	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	40.07632	-76.91589	NAD27
0.559896118	NA	04EA1000-2012-I-0496	4	AL	ALABAMA ECOLOGICAL SERVICES FIELD OFFICE	"USACE, Mitchell Lake, Alan Nannini, boathouse, pier, Coosa County"	Army Corps of Engineers	2012	2012	2012	6/8/12	NA	7/8/12	6/21/12	13	6/21/12	Yes	No	No	No	Informal Consultation	Standard	development - residential	development	No ARRA funding	NAD83	NA	NA	NA	NA	NA	NA	NA	NA	3634152	551314	16	"Eagle, bald (Haliaeetus leucocephalus); Woodpecker, red-cockaded (Picoides borealis)"	 	2	0	NA	NA	NA	NA	0	NA	NA	27fbc1f316a0dba6c1b62bb7f314ab2a	None	TRUE	4	ALABAMA ECOLOGICAL SERVICES FIELD OFFICE	32.84411	-86.45168	NAD27
0.560192385	NA	52421-2009-I-0619	5	NJ	NEW JERSEY ECOLOGICAL SERVICES FIELD OFFICE	"Wings Adventures, Incorporated"	NJ Forest Service	2009	2009	2009	8/17/09	NA	8/21/09	8/20/09	3	8/20/09	Yes	No	No	No	Informal Consultation	Standard	land management plans - forest	land management plans	No ARRA funding	NAD83	40.94662	-74.584299	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bat, Indiana (Myotis sodalis)"	indiana bat (myotis sodalis): BO = NLAA - Concurrence Provided; CH = 	1	1	0	1	1	0	0	0	0	9f97cb181c546408fcbf8f6abca387b4	None	TRUE	5	NEW JERSEY ECOLOGICAL SERVICES FIELD OFFICE	40.94652	-74.5847	NAD27
0.560357904	NA	71470-2008-I-0117	7	AK	FAIRBANKS FISH AND WILDLIFE FIELD OFFICE	"Birch Creek Bank Stabilization, MP 146.6 Steese Highway"	Army Corps of Engineers	2008	2008	2008	5/6/08	NA	5/6/08	5/6/08	0	5/6/08	Yes	No	No	No	Informal Consultation	Standard	stream / waterbody - modification - bank stabilization / armoring	stream / waterbody	No ARRA funding	NAD83	65.7106	-144.3601	NA	NA	NA	NA	NA	NA	NA	NA	NA		 	1	0	NA	NA	NA	NA	0	NA	NA	1ccd26a388b0ba296ad0930edf74852c	None	TRUE	7	FAIRBANKS FISH AND WILDLIFE FIELD OFFICE	65.7106	-144.3601	NAD27
0.560382026	NA	04EN1000-2013-I-0078	4	NC	ASHEVILLE ECOLOGICAL SERVICES FIELD OFFICE	13-090 B-5905 Jackson Co. Br. 27 BRNHS-0023(28)	Federal Highway Administration	2013	2013	2013	12/21/12	NA	1/20/13	1/17/13	27	1/17/13	Yes	No	No	No	Informal Consultation	Standard	bridge - maintenance / modification / replacement / upgrade - federal	bridge	No ARRA funding	WGS84	35.37068	-83.2465	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Elktoe, Appalachian (Alasmidonta raveneliana)"	 	1	0	NA	NA	NA	NA	0	NA	NA	effcb4c4f3511a28ad363ddceae8e157	None	TRUE	4	ASHEVILLE ECOLOGICAL SERVICES FIELD OFFICE	35.37058	-83.24663	NAD27
0.56073173	NA	05E2VA00-2013-I-2281	5	VA	VIRGINIA ECOLOGICAL SERVICES FIELD OFFICE	Carver Estates STP VA0029858		2013	2013	2013	5/23/13	NA	6/22/13	7/25/13	63	7/25/13	No	No	No	No	Informal Consultation	Standard	wastewater facility	wastewater facility	No ARRA funding	WGS84	NA	NA	36	40	7	-79	55	48	NA	NA	NA	"Logperch, Roanoke (Percina rex); Spinymussel, James (Pleurobema collina)"	 	2	0	NA	NA	NA	NA	0	NA	NA	None	3902fb80ec9699bbd8e22ed0eee570c0	TRUE	5	VIRGINIA ECOLOGICAL SERVICES FIELD OFFICE	36.66847	-79.93024	NAD27
0.561316454	NA	41910-2010-I-0453	4	FL	NORTH FLORIDA ECOLOGICAL SERVICES FIELD OFFICE	City of Clearwater Fireworks - Pinellas	U.S. Coast Guard	2010	2010	2010	9/9/10	NA	10/9/10	9/16/10	7	9/16/10	Yes	No	No	No	Informal Consultation	Standard	special use permit - recreation event / activities	special use permit	No ARRA funding	NAD83	27.842	-82.8414	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Sea turtle, hawksbill (Eretmochelys imbricata); Sea turtle, leatherback (Dermochelys coriacea); Manatee, West Indian (Trichechus manatus); Sea turtle, green (Chelonia mydas); Sea turtle, Kemps ridley (Lepidochelys kempii); Sea turtle, loggerhead (Caretta caretta)"	"green sea turtle (chelonia mydas): BO = NLAA - Concurrence Provided; CH = , hawksbill sea turtle (eretmochelys imbricata): BO = NLAA - Concurrence Provided; CH = , kemps ridley sea turtle (lepidochelys kempii): BO = NLAA - Concurrence Provided; CH = , leatherback sea turtle (dermochelys coriacea): BO = NLAA - Concurrence Provided; CH = , loggerhead sea turtle (caretta caretta): BO = NLAA - Concurrence Provided; CH = , west indian manatee (trichechus manatus): BO = NLAA - Concurrence Provided; CH = )"	6	6	0	6	6	0	0	0	0	f2f7e23e7201c77f79996f19f917f871	None	TRUE	4	NORTH FLORIDA ECOLOGICAL SERVICES FIELD OFFICE	27.8417	-82.84157	NAD27
0.5623988	NA	04EM1000-2012-I-0821	4	MS	MISSISSIPPI ECOLOGICAL SERVICES FIELD OFFICE	NW 37 NRCS emergency watershed protection - Tallahala Creek	Army Corps of Engineers	2012	2012	2012	6/26/12	NA	7/3/12	6/28/12	2	6/28/12	Yes	No	No	No	Informal Consultation	Standard	stream / waterbody - modification - bank stabilization / armoring	stream / waterbody	No ARRA funding	WGS84	31.70621	-89.12144	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Woodpecker, red-cockaded (Picoides borealis); Sturgeon, gulf (Acipenser oxyrinchus desotoi); Tortoise, gopher (Gopherus polyphemus); Quillwort, Louisiana (Isoetes louisianensis); Snake, black pine (Pituophis melanoleucus lodingi); Darter, pearl (Percina aurora); Turtle, yellow-blotched map (Graptemys flavimaculata); Bear, Louisiana black (Ursus americanus luteolus)"	"black pine snake (pituophis melanoleucus lodingi): BO = No Effect - Concurrence Provided; CH = , gopher tortoise (gopherus polyphemus): BO = No Effect - Concurrence Provided; CH = , gulf sturgeon (acipenser oxyrinchus desotoi): BO = No Effect - Concurrence Provided; CH = , louisiana black bear (ursus americanus luteolus): BO = No Effect - Concurrence Provided; CH = , louisiana quillwort (isoetes louisianensis): BO = No Effect - Concurrence Provided; CH = , pearl darter (percina aurora): BO = No Effect - Concurrence Provided; CH = , red-cockaded woodpecker (picoides borealis): BO = No Effect - Concurrence Provided; CH = , yellow-blotched map turtle (graptemys flavimaculata): BO = No Effect - Concurrence Provided; CH = )"	8	8	8	0	8	0	0	0	0	75e05c08de2ac8174753d5dca0def920	None	TRUE	4	MISSISSIPPI ECOLOGICAL SERVICES FIELD OFFICE	31.70605	-89.12138	NAD27
0.562873051	NA	04EM1000-2012-I-0173	4	MS	MISSISSIPPI ECOLOGICAL SERVICES FIELD OFFICE	"MDA 12500 meadow glen road, vancleave"	Department of Housing and Urban Development	2012	2012	2012	10/14/11	NA	11/13/11	10/21/11	7	10/21/11	Yes	No	No	No	Informal Consultation	Standard	development - residential	development	No ARRA funding	WGS84	NA	NA	30	32	23.2	-88	46	20.9	NA	NA	NA		 	1	0	NA	NA	NA	NA	0	NA	NA	75e05c08de2ac8174753d5dca0def920	None	TRUE	4	MISSISSIPPI ECOLOGICAL SERVICES FIELD OFFICE	30.53958	-88.77245	NAD27
0.563329818	NA	51411-2008-I-0664	5	VA	VIRGINIA ECOLOGICAL SERVICES FIELD OFFICE	Cell Tower RN819 Georges Run	-- OTHER: CONSULTANT --	2008	2008	2008	8/29/08	NA	9/28/08	9/23/08	25	9/23/08	Yes	No	No	No	Informal Consultation	Standard	communications tower	communications tower	No ARRA funding	NAD83	NA	NA	37	9	59	-80	17	32.3	NA	NA	NA	"Logperch, Roanoke (Percina rex)"	 	2	0	NA	NA	NA	NA	0	NA	NA	f615c9f8f6745b3697af917b79de4cca	None	TRUE	5	VIRGINIA ECOLOGICAL SERVICES FIELD OFFICE	37.16626	-80.29254	NAD27
